ASN/DN #,Country,Vendor,Shipment Mode,Fulfill Via,Managed By,Product Group,Vendor INCO Term,Manufacturing Site,S1_quote_to_po,S2_po_to_plan,S3_plan_to_actual,S4_actual_to_recorded,E2E_quote_to_recorded,PQ First Sent to Client Date_dt,PO Sent to Vendor Date_dt,Scheduled Delivery Date_dt,Delivered to Client Date_dt,Delivery Recorded Date_dt,po_absent_structural,pq_pre_process,Line Item Value,Line Item Quantity,freight_usd,weight_kg,n_lines,freight_stated,weight_stated,year,late,early_over_14,abs_dev,channel
ASN-10748,Haiti,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,Direct Drop,PMO - US,ARV,CIP,"MSD, Haarlem, NL",15.0,188.0,0.0,0.0,203.0,2010-10-20,2010-11-04,2011-05-11,2011-05-11,2011-05-11,False,False,1400.0,28,290.0,7.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10756,Tanzania,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",72.0,92.0,0.0,0.0,164.0,2010-12-27,2011-03-09,2011-06-09,2011-06-09,2011-06-09,False,False,200000.0,10000,24382.98,3335.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10790,Rwanda,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,25.0,262.0,0.0,0.0,287.0,2010-09-03,2010-09-28,2011-06-17,2011-06-17,2011-06-17,False,False,180303.41,43657,35499.58,3720.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10792,Vietnam,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,23.0,117.0,0.0,0.0,140.0,2011-01-17,2011-02-09,2011-06-06,2011-06-06,2011-06-06,False,False,30450.0,21000,11915.51,1516.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10799,Mozambique,"Trinity Biotech, Plc",Ocean,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",26.0,237.0,0.0,0.0,263.0,2011-03-04,2011-03-30,2011-11-22,2011-11-22,2011-11-22,False,False,34080.0,1065,,,1,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10811,Tanzania,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Air,Direct Drop,PMO - US,ARV,FCA,Bristol-Myers Squibb Anagni IT,77.0,74.0,0.0,0.0,151.0,2011-01-27,2011-04-14,2011-06-27,2011-06-27,2011-06-27,False,False,56750.56,2870,,,2,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10816,Mozambique,Hoffmann-La Roche ltd Basel,Air,Direct Drop,PMO - US,ARV,FCA,Roche Basel,18.0,105.0,0.0,0.0,123.0,2011-01-21,2011-02-08,2011-05-24,2011-05-24,2011-05-24,False,False,89856.56,868,,,2,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10818,Zimbabwe,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,FCA,ABBVIE (Abbott) Logis. UK,15.0,244.0,0.0,0.0,259.0,2010-10-26,2010-11-10,2011-07-12,2011-07-12,2011-07-12,False,False,39161.28,1083,22837.98,1257.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10837,Côte d'Ivoire,Hoffmann-La Roche ltd Basel,Air,Direct Drop,PMO - US,ARV,FCA,Roche Madrid,24.0,133.0,0.0,0.0,157.0,2011-01-04,2011-01-28,2011-06-10,2011-06-10,2011-06-10,False,False,154437.73,1464,4204.67,255.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10838,Vietnam,CIPLA LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,"Cipla, Goa, India",8.0,42.0,0.0,0.0,50.0,2011-04-21,2011-04-29,2011-06-10,2011-06-10,2011-06-10,False,False,29025.0,4500,4890.38,320.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10839,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",14.0,162.0,0.0,0.0,176.0,2011-03-10,2011-03-24,2011-09-02,2011-09-02,2011-09-02,False,False,487588.9,66793,3787.72,3458.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-1085,Rwanda,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",,60.0,0.0,0.0,,,2007-11-19,2008-01-18,2008-01-18,2008-01-18,False,True,106057.0,763,,,2,False,False,2008,0,0,0.0,Direct Drop (order-driven)
ASN-10852,Rwanda,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",25.0,61.0,0.0,0.0,86.0,2011-04-03,2011-04-28,2011-06-28,2011-06-28,2011-06-28,False,False,7680.0,240,1215.46,83.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10855,South Africa,GLAXOSMITHKLINE EXPORT LIMITED,Air,Direct Drop,PMO - US,ARV,DDP,GSK Mississauga (Canada),10.0,249.0,0.0,0.0,259.0,2010-11-26,2010-12-06,2011-08-12,2011-08-12,2011-08-12,False,False,601200.0,60000,27372.24,22956.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10871,South Africa,STRIDES ARCOLAB LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Strides, Bangalore, India.",18.0,162.0,0.0,0.0,180.0,2011-03-10,2011-03-28,2011-09-06,2011-09-06,2011-09-06,False,False,1069200.0,440000,33865.26,19564.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10872,South Africa,CIPLA LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Cipla, Goa, India",18.0,108.0,0.0,0.0,126.0,2011-03-10,2011-03-28,2011-07-14,2011-07-14,2011-07-14,False,False,731110.0,113000,11986.59,7569.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10873,South Africa,CIPLA LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Cipla, Goa, India",22.0,127.0,0.0,0.0,149.0,2011-03-10,2011-04-01,2011-08-06,2011-08-06,2011-08-06,False,False,420550.0,65000,10758.45,4364.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10874,South Africa,CIPLA LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Cipla, Goa, India",18.0,108.0,0.0,0.0,126.0,2011-03-10,2011-03-28,2011-07-14,2011-07-14,2011-07-14,False,False,310560.0,48000,7180.16,3247.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10875,South Africa,CIPLA LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Cipla, Goa, India",18.0,108.0,0.0,0.0,126.0,2011-03-10,2011-03-28,2011-07-14,2011-07-14,2011-07-14,False,False,349431.76,54008,12796.59,3658.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10879,Haiti,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,Direct Drop,PMO - US,HRDT,EXW,"KHB Test Kit Facility, Shanghai China",22.0,47.0,0.0,0.0,69.0,2011-03-29,2011-04-20,2011-06-06,2011-06-06,2011-06-06,False,False,5980.0,260,2708.04,197.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10895,Zimbabwe,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,FCA,ABBVIE (Abbott) Logis. UK,15.0,267.0,0.0,0.0,282.0,2010-10-26,2010-11-10,2011-08-04,2011-08-04,2011-08-04,False,False,39161.28,1083,17912.6,1042.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10899,Sudan,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",34.0,53.0,0.0,0.0,87.0,2011-03-29,2011-05-02,2011-06-24,2011-06-24,2011-06-24,False,False,600.0,30,4500.71,430.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10900,Sudan,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",34.0,53.0,0.0,0.0,87.0,2011-03-29,2011-05-02,2011-06-24,2011-06-24,2011-06-24,False,False,11.7,13,1193.15,2.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10902,Tanzania,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",126.0,56.0,0.0,0.0,182.0,2010-12-27,2011-05-02,2011-06-27,2011-06-27,2011-06-27,False,False,200000.0,10000,23489.63,3334.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10903,Tanzania,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",126.0,73.0,0.0,0.0,199.0,2010-12-27,2011-05-02,2011-07-14,2011-07-14,2011-07-14,False,False,200000.0,10000,23623.43,3334.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10904,Tanzania,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",126.0,73.0,0.0,0.0,199.0,2010-12-27,2011-05-02,2011-07-14,2011-07-14,2011-07-14,False,False,200000.0,10000,23650.43,3335.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10905,Tanzania,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",126.0,73.0,0.0,0.0,199.0,2010-12-27,2011-05-02,2011-07-14,2011-07-14,2011-07-14,False,False,200000.0,10000,23616.68,3335.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10906,Côte d'Ivoire,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,65.0,96.0,0.0,0.0,161.0,2011-01-05,2011-03-11,2011-06-15,2011-06-15,2011-06-15,False,False,72960.0,2432,5714.74,403.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-10989,Nigeria,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,FCA,ABBVIE Ludwigshafen Germany,35.0,71.0,0.0,0.0,106.0,2011-02-28,2011-04-04,2011-06-14,2011-06-14,2011-06-14,False,False,3068.8,448,1123.14,68.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11002,Sudan,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",34.0,60.0,0.0,0.0,94.0,2011-03-29,2011-05-02,2011-07-01,2011-07-01,2011-07-01,False,False,6624.0,207,1626.67,71.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11003,Sudan,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,25.0,117.0,0.0,0.0,142.0,2011-02-05,2011-03-02,2011-06-27,2011-06-27,2011-06-27,False,False,18957.0,213,2542.17,97.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11005,Tanzania,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Air,Direct Drop,PMO - US,ARV,FCA,Bristol-Myers Squibb Anagni IT,77.0,91.0,0.0,0.0,168.0,2011-01-27,2011-04-14,2011-07-14,2011-07-14,2011-07-14,False,False,550008.75,24668,,,2,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11007,South Africa,GLAXOSMITHKLINE EXPORT LIMITED,Air,Direct Drop,PMO - US,ARV,DDP,GSK Mississauga (Canada),18.0,209.0,0.0,0.0,227.0,2010-11-26,2010-12-14,2011-07-11,2011-07-11,2011-07-11,False,False,320640.0,32000,11865.62,12374.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11009,Uganda,ASPEN PHARMACARE,Air,Direct Drop,PMO - US,ARV,DDP,"Aspen-OSD, Port Elizabeth, SA",14.0,67.0,0.0,0.0,81.0,2011-03-11,2011-03-25,2011-05-31,2011-05-31,2011-05-31,False,False,24123.26,259,466.0,43.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11023,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,29.0,127.0,0.0,0.0,156.0,2011-01-17,2011-02-15,2011-06-22,2011-06-22,2011-06-22,False,False,199037.1,25634,,,4,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11024,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,29.0,127.0,0.0,0.0,156.0,2011-01-17,2011-02-15,2011-06-22,2011-06-22,2011-06-22,False,False,132087.9,40266,,,5,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11026,Uganda,ASPEN PHARMACARE,Air,Direct Drop,PMO - US,ARV,DDP,"Janssen-Cilag, Latina, IT",14.0,69.0,0.0,0.0,83.0,2011-03-11,2011-03-25,2011-06-02,2011-06-02,2011-06-02,False,False,2361.42,27,41.0,5.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11031,Nigeria,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,42.0,99.0,0.0,0.0,141.0,2011-02-16,2011-03-30,2011-07-07,2011-07-07,2011-07-07,False,False,230154.0,2586,28132.96,1231.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11043,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",14.0,162.0,0.0,0.0,176.0,2011-03-10,2011-03-24,2011-09-02,2011-09-02,2011-09-02,False,False,204250.0,25000,4689.6,3313.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11044,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",22.0,154.0,0.0,0.0,176.0,2011-03-10,2011-04-01,2011-09-02,2011-09-02,2011-09-02,False,False,2451.0,300,422.84,40.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11045,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",14.0,162.0,0.0,0.0,176.0,2011-03-10,2011-03-24,2011-09-02,2011-09-02,2011-09-02,False,False,786995.0,174500,21555.16,14833.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11046,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",22.0,136.0,0.0,0.0,158.0,2011-03-10,2011-04-01,2011-08-15,2011-08-15,2011-08-15,False,False,17899.6,2452,47101.63,127.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11047,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",14.0,162.0,0.0,0.0,176.0,2011-03-10,2011-03-24,2011-09-02,2011-09-02,2011-09-02,False,False,242411.1,33207,3787.71,1720.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11056,South Africa,STRIDES ARCOLAB LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Strides, Bangalore, India.",22.0,154.0,0.0,0.0,176.0,2011-03-10,2011-04-01,2011-09-02,2011-09-02,2011-09-02,False,False,182250.0,75000,7414.66,3347.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11058,Côte d'Ivoire,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",57.0,43.0,0.0,0.0,100.0,2011-03-09,2011-05-05,2011-06-17,2011-06-17,2011-06-17,False,False,27080.0,1354,5054.68,422.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11067,Vietnam,STRIDES ARCOLAB LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,"Strides, Bangalore, India.",14.0,82.0,0.0,0.0,96.0,2011-03-31,2011-04-14,2011-07-05,2011-07-05,2011-07-05,False,False,117500.0,50000,10122.75,2351.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11112,Sudan,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,34.0,60.0,0.0,0.0,94.0,2011-03-29,2011-05-02,2011-07-01,2011-07-01,2011-07-01,False,False,396.0,33,1209.56,3.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11114,Mozambique,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,26.0,104.0,0.0,0.0,130.0,2011-03-04,2011-03-30,2011-07-12,2011-07-12,2011-07-12,False,False,215151.3,2769,7580.09,628.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11115,Benin,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,11.0,46.0,0.0,0.0,57.0,2011-05-16,2011-05-27,2011-07-12,2011-07-12,2011-07-12,False,False,17540.4,1244,5864.56,175.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11120,Sudan,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,34.0,60.0,0.0,0.0,94.0,2011-03-29,2011-05-02,2011-07-01,2011-07-01,2011-07-01,False,False,33642.0,378,4529.86,180.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11121,Kenya,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,22.0,78.0,0.0,0.0,100.0,2011-03-30,2011-04-21,2011-07-08,2011-07-08,2011-07-08,False,False,890000.0,10000,31923.61,2951.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11128,Côte d'Ivoire,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,Direct Drop,PMO - US,ARV,CIP,"MSD, Haarlem, NL",31.0,294.0,0.0,0.0,325.0,2010-08-10,2010-09-10,2011-07-01,2011-07-01,2011-07-01,False,False,88124.16,5196,2093.31,1489.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11129,Côte d'Ivoire,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,Direct Drop,PMO - US,ARV,CIP,"MSD, Haarlem, NL",31.0,294.0,0.0,0.0,325.0,2010-08-10,2010-09-10,2011-07-01,2011-07-01,2011-07-01,False,False,353540.0,7022,,,2,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11130,Côte d'Ivoire,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,Direct Drop,PMO - US,ARV,CIP,"MSD, Haarlem, NL",54.0,123.0,0.0,0.0,177.0,2011-01-05,2011-02-28,2011-07-01,2011-07-01,2011-07-01,False,False,57647.04,3399,2093.32,1014.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-1114,Tanzania,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",,160.0,0.0,0.0,,,2007-08-15,2008-01-22,2008-01-22,2008-01-22,False,True,100000.0,5000,14505.37,1456.0,1,True,True,2008,0,0,0.0,Direct Drop (order-driven)
ASN-11147,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,Direct Drop,PMO - US,HRDT,EXW,Chembio Diagnostics Sys. Inc.,20.0,41.0,0.0,0.0,61.0,2011-04-28,2011-05-18,2011-06-28,2011-06-28,2011-06-28,False,False,37294.0,1286,2386.35,482.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11148,Nigeria,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",20.0,110.0,0.0,0.0,130.0,2011-03-11,2011-03-31,2011-07-19,2011-07-19,2011-07-19,False,False,117184.0,3662,15794.47,1255.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11149,Mozambique,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,26.0,157.0,0.0,0.0,183.0,2011-03-04,2011-03-30,2011-09-03,2011-09-03,2011-09-03,False,False,916860.0,11800,4969.35,2675.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11156,Ethiopia,Aurobindo Pharma Limited,Air,Direct Drop,PMO - US,ARV,EXW,"Aurobindo Unit III, India",20.0,133.0,0.0,0.0,153.0,2011-01-26,2011-02-15,2011-06-28,2011-06-28,2011-06-28,False,False,487132.8,14498,16359.2,3685.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11160,Côte d'Ivoire,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",60.0,73.0,0.0,0.0,133.0,2011-02-17,2011-04-18,2011-06-30,2011-06-30,2011-06-30,False,False,58032.0,2418,7894.76,859.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11194,South Africa,STRIDES ARCOLAB LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Strides, Bangalore, India.",18.0,162.0,0.0,0.0,180.0,2011-03-10,2011-03-28,2011-09-06,2011-09-06,2011-09-06,False,False,1251450.0,515000,,,1,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11197,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",18.0,181.0,101.0,0.0,300.0,2010-11-26,2010-12-14,2011-06-13,2011-09-22,2011-09-22,False,False,285537.7,42938,6121.39,4008.0,1,True,True,2011,1,0,101.0,Direct Drop (order-driven)
ASN-11198,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",22.0,166.0,0.0,0.0,188.0,2011-03-10,2011-04-01,2011-09-14,2011-09-14,2011-09-14,False,False,167019.12,19836,698.0,1820.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11199,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",14.0,162.0,0.0,0.0,176.0,2011-03-10,2011-03-24,2011-09-02,2011-09-02,2011-09-02,False,False,210500.0,25000,3790.0,2303.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11200,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",14.0,162.0,0.0,0.0,176.0,2011-03-10,2011-03-24,2011-09-02,2011-09-02,2011-09-02,False,False,122000.0,50000,6409.91,2953.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11201,South Africa,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",14.0,162.0,0.0,0.0,176.0,2011-03-10,2011-03-24,2011-09-02,2011-09-02,2011-09-02,False,False,238517.32,97753,14558.87,5778.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11216,Côte d'Ivoire,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,57.0,68.0,0.0,0.0,125.0,2011-03-09,2011-05-05,2011-07-12,2011-07-12,2011-07-12,False,False,258880.0,3236,37173.01,1543.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11219,Zambia,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",19.0,90.0,0.0,0.0,109.0,2011-04-01,2011-04-20,2011-07-19,2011-07-19,2011-07-19,False,False,112000.0,3500,15670.6,1224.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11253,Ethiopia,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,3.0,36.0,0.0,0.0,39.0,2011-05-23,2011-05-26,2011-07-01,2011-07-01,2011-07-01,False,False,624000.0,100000,60713.12,9565.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11255,South Africa,STRIDES ARCOLAB LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Strides, Bangalore, India.",18.0,158.0,0.0,0.0,176.0,2011-03-10,2011-03-28,2011-09-02,2011-09-02,2011-09-02,False,False,430500.0,150000,10511.33,9306.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11256,South Africa,CIPLA LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Cipla, Goa, India",18.0,253.0,0.0,0.0,271.0,2011-03-10,2011-03-28,2011-12-06,2011-12-06,2011-12-06,False,False,351377.76,129183,,,1,False,False,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11259,South Africa,CIPLA LIMITED,Ocean,Direct Drop,PMO - US,ARV,DDP,"Cipla, Goa, India",22.0,249.0,0.0,0.0,271.0,2011-03-10,2011-04-01,2011-12-06,2011-12-06,2011-12-06,False,False,16320.0,6000,654.72,638.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11267,Nigeria,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,42.0,99.0,5.0,0.0,146.0,2011-02-16,2011-03-30,2011-07-07,2011-07-12,2011-07-12,False,False,189392.0,2128,23826.25,1022.0,1,True,True,2011,1,0,5.0,Direct Drop (order-driven)
ASN-11268,Nigeria,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,42.0,99.0,0.0,0.0,141.0,2011-02-16,2011-03-30,2011-07-07,2011-07-07,2011-07-07,False,False,257299.0,2891,31201.82,1378.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11270,Nigeria,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,25.0,65.0,0.0,0.0,90.0,2011-04-28,2011-05-23,2011-07-27,2011-07-27,2011-07-27,False,False,181916.0,2044,26014.88,976.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11271,Nigeria,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,25.0,65.0,0.0,0.0,90.0,2011-04-28,2011-05-23,2011-07-27,2011-07-27,2011-07-27,False,False,239143.0,2687,26014.88,1277.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
ASN-11272,Namibia,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,Inverness Japan,19.0,36.0,0.0,0.0,55.0,2011-05-12,2011-05-31,2011-07-06,2011-07-06,2011-07-06,False,False,7770.0,100,677.37,24.0,1,True,True,2011,0,0,0.0,Direct Drop (order-driven)
